mission_id,scenario,seed,spawn_index,target_speed_ms,duration_s,attack,attack_start_s,attack_channels,attack_mode,naive_bias_lat_m,naive_bias_lon_m,naive_noise_std_m,naive_bias_lat_start_m,naive_bias_lon_start_m,naive_bias_lat_step_m,naive_bias_lon_step_m,naive_bias_psi_start_deg,naive_bias_psi_step_deg,naive_bias_v_start_mps,naive_bias_v_step_mps,attack_acc_delay_s,attack_v_replay_lag_s,attack_gyro_dos,attack_v_dos
M0302,S2,20260870782732,120,9.21,266.3,enable,110.6,lat lon psi v,naive,0.0,0.0,0.0,5.66,4.12,0.083,0.108,5.08,0.118,0.0,0.0,0.0,0.0,disable,zero
M0303,S2,20260870782733,24,8.01,226.6,enable,117.9,lat lon psi v,naive,0.0,0.0,0.0,5.38,5.64,0.101,0.115,4.76,0.101,0.0,0.0,0.0,0.0,disable,zero
M0304,S2,20260870782734,20,7.99,75.0,enable,45.8,lat lon psi v,naive,0.0,0.0,0.0,5.9,5.36,0.105,0.111,5.73,0.101,0.0,0.0,0.0,0.0,disable,zero
M0305,S2,20260870782735,92,6.06,198.3,enable,118.1,lat lon psi v,naive,0.0,0.0,0.0,4.77,4.31,0.1,0.106,5.47,0.097,0.0,0.0,0.0,0.0,disable,zero
M0306,S2,20260870782736,39,7.04,191.2,enable,116.7,lat lon psi v,naive,0.0,0.0,0.0,4.65,5.4,0.105,0.097,5.33,0.103,0.0,0.0,0.0,0.0,disable,zero
M0307,S2,20260870782737,85,9.32,233.7,enable,114.2,lat lon psi v,naive,0.0,0.0,0.0,5.78,4.04,0.09,0.111,4.53,0.11,0.0,0.0,0.0,0.0,disable,zero
M0308,S2,20260870782738,16,9.42,192.1,enable,75.0,lat lon psi v,naive,0.0,0.0,0.0,5.47,5.86,0.105,0.102,4.33,0.105,0.0,0.0,0.0,0.0,disable,zero
M0309,S2,20260870782739,61,7.42,162.1,enable,78.6,lat lon psi v,naive,0.0,0.0,0.0,4.46,5.21,0.108,0.098,5.33,0.083,0.0,0.0,0.0,0.0,disable,zero
M0310,S2,20260870782740,73,6.86,192.6,enable,86.3,lat lon psi v,naive,0.0,0.0,0.0,4.3,4.17,0.109,0.088,4.45,0.086,0.0,0.0,0.0,0.0,disable,zero
M0311,S2,20260870782741,119,6.32,213.8,enable,118.6,lat lon psi v,naive,0.0,0.0,0.0,4.46,4.76,0.111,0.119,4.72,0.098,0.0,0.0,0.0,0.0,disable,zero
M0312,S2,20260870782742,154,6.82,153.2,enable,73.2,lat lon psi v,naive,0.0,0.0,0.0,4.67,4.33,0.084,0.088,4.46,0.087,0.0,0.0,0.0,0.0,disable,zero
M0313,S2,20260870782743,144,9.19,253.9,enable,141.8,lat lon psi v,naive,0.0,0.0,0.0,4.45,4.37,0.09,0.113,5.18,0.087,0.0,0.0,0.0,0.0,disable,zero
M0314,S2,20260870782744,43,7.14,261.2,enable,94.6,lat lon psi v,naive,0.0,0.0,0.0,5.31,5.44,0.112,0.115,4.98,0.116,0.0,0.0,0.0,0.0,disable,zero
M0315,S2,20260870782745,152,6.18,77.7,enable,28.0,lat lon psi v,naive,0.0,0.0,0.0,5.82,5.54,0.081,0.12,5.54,0.09,0.0,0.0,0.0,0.0,disable,zero
M0316,S2,20260870782746,114,9.64,168.9,enable,104.8,lat lon psi v,naive,0.0,0.0,0.0,4.02,4.84,0.098,0.099,4.88,0.112,0.0,0.0,0.0,0.0,disable,zero
M0317,S2,20260870782747,58,6.81,248.4,enable,159.1,lat lon psi v,naive,0.0,0.0,0.0,4.79,4.39,0.11,0.106,5.88,0.096,0.0,0.0,0.0,0.0,disable,zero
M0318,S2,20260870782748,142,9.64,224.9,enable,113.5,lat lon psi v,naive,0.0,0.0,0.0,4.99,4.2,0.114,0.104,5.64,0.111,0.0,0.0,0.0,0.0,disable,zero
M0319,S2,20260870782749,119,9.15,171.6,enable,103.1,lat lon psi v,naive,0.0,0.0,0.0,5.23,4.57,0.104,0.099,5.86,0.103,0.0,0.0,0.0,0.0,disable,zero
M0320,S2,20260870782750,146,7.66,108.0,enable,51.1,lat lon psi v,naive,0.0,0.0,0.0,5.72,4.06,0.11,0.119,5.77,0.082,0.0,0.0,0.0,0.0,disable,zero
M0321,S2,20260870782751,141,7.45,84.3,enable,42.2,lat lon psi v,naive,0.0,0.0,0.0,4.64,5.78,0.105,0.116,4.96,0.114,0.0,0.0,0.0,0.0,disable,zero
M0322,S2,20260870782752,38,6.82,102.2,enable,44.2,lat lon psi v,naive,0.0,0.0,0.0,4.82,5.26,0.084,0.116,4.22,0.104,0.0,0.0,0.0,0.0,disable,zero
M0323,S2,20260870782753,113,6.21,242.2,enable,118.4,lat lon psi v,naive,0.0,0.0,0.0,4.46,4.33,0.109,0.104,5.18,0.102,0.0,0.0,0.0,0.0,disable,zero
M0324,S2,20260870782754,47,6.29,294.3,enable,177.7,lat lon psi v,naive,0.0,0.0,0.0,4.83,5.88,0.117,0.115,5.92,0.086,0.0,0.0,0.0,0.0,disable,zero
M0325,S2,20260870782755,39,8.86,137.1,enable,55.1,lat lon psi v,naive,0.0,0.0,0.0,4.06,4.48,0.095,0.11,4.62,0.092,0.0,0.0,0.0,0.0,disable,zero
M0326,S2,20260870782756,131,9.38,192.5,enable,75.2,lat lon psi v,naive,0.0,0.0,0.0,5.4,4.84,0.104,0.097,4.37,0.1,0.0,0.0,0.0,0.0,disable,zero
M0327,S2,20260870782757,149,8.2,200.4,enable,85.2,lat lon psi v,naive,0.0,0.0,0.0,4.49,4.94,0.096,0.082,4.46,0.096,0.0,0.0,0.0,0.0,disable,zero
M0328,S2,20260870782758,101,7.48,176.4,enable,110.5,lat lon psi v,naive,0.0,0.0,0.0,4.78,4.29,0.102,0.091,4.38,0.109,0.0,0.0,0.0,0.0,disable,zero
M0329,S2,20260870782759,134,9.56,233.1,enable,143.6,lat lon psi v,naive,0.0,0.0,0.0,5.54,4.36,0.103,0.104,5.84,0.111,0.0,0.0,0.0,0.0,disable,zero
M0330,S2,20260870782760,20,6.36,76.9,enable,28.9,lat lon psi v,naive,0.0,0.0,0.0,5.34,4.86,0.084,0.097,4.72,0.1,0.0,0.0,0.0,0.0,disable,zero
M0331,S2,20260870782761,102,7.67,196.9,enable,104.9,lat lon psi v,naive,0.0,0.0,0.0,5.75,5.78,0.11,0.117,5.65,0.093,0.0,0.0,0.0,0.0,disable,zero
M0332,S2,20260870782762,42,6.01,89.1,enable,40.8,lat lon psi v,naive,0.0,0.0,0.0,4.45,4.51,0.11,0.105,5.14,0.091,0.0,0.0,0.0,0.0,disable,zero
M0333,S2,20260870782763,84,9.37,113.5,enable,69.7,lat lon psi v,naive,0.0,0.0,0.0,4.87,5.44,0.119,0.107,4.28,0.111,0.0,0.0,0.0,0.0,disable,zero
M0334,S2,20260870782764,151,7.12,66.1,enable,42.7,lat lon psi v,naive,0.0,0.0,0.0,4.53,4.29,0.119,0.084,4.91,0.082,0.0,0.0,0.0,0.0,disable,zero
M0335,S2,20260870782765,74,7.73,129.5,enable,52.7,lat lon psi v,naive,0.0,0.0,0.0,5.13,4.79,0.117,0.096,4.28,0.1,0.0,0.0,0.0,0.0,disable,zero
M0336,S2,20260870782766,147,8.37,78.7,enable,40.4,lat lon psi v,naive,0.0,0.0,0.0,4.77,4.64,0.082,0.104,4.26,0.097,0.0,0.0,0.0,0.0,disable,zero
M0337,S2,20260870782767,135,6.63,90.9,enable,56.1,lat lon psi v,naive,0.0,0.0,0.0,5.53,4.69,0.08,0.084,4.29,0.112,0.0,0.0,0.0,0.0,disable,zero
M0338,S2,20260870782768,44,8.95,179.0,enable,95.1,lat lon psi v,naive,0.0,0.0,0.0,4.3,5.63,0.095,0.093,5.35,0.098,0.0,0.0,0.0,0.0,disable,zero
M0339,S2,20260870782769,71,7.57,240.8,enable,136.4,lat lon psi v,naive,0.0,0.0,0.0,4.14,4.31,0.1,0.087,5.67,0.088,0.0,0.0,0.0,0.0,disable,zero
M0340,S2,20260870782770,2,9.25,113.5,enable,71.5,lat lon psi v,naive,0.0,0.0,0.0,4.5,4.76,0.088,0.106,5.53,0.114,0.0,0.0,0.0,0.0,disable,zero
M0341,S2,20260870782771,67,7.14,64.6,enable,26.8,lat lon psi v,naive,0.0,0.0,0.0,4.86,4.07,0.103,0.116,4.48,0.09,0.0,0.0,0.0,0.0,disable,zero
M0342,S2,20260870782772,58,9.45,142.7,enable,56.8,lat lon psi v,naive,0.0,0.0,0.0,4.9,4.98,0.085,0.105,4.8,0.099,0.0,0.0,0.0,0.0,disable,zero
M0343,S2,20260870782773,30,7.79,297.2,enable,177.6,lat lon psi v,naive,0.0,0.0,0.0,4.46,5.35,0.098,0.097,5.46,0.086,0.0,0.0,0.0,0.0,disable,zero
M0344,S2,20260870782774,119,8.53,141.7,enable,68.9,lat lon psi v,naive,0.0,0.0,0.0,5.82,4.04,0.088,0.101,5.02,0.109,0.0,0.0,0.0,0.0,disable,zero
M0345,S2,20260870782775,105,9.58,285.6,enable,173.6,lat lon psi v,naive,0.0,0.0,0.0,5.7,4.89,0.108,0.096,4.7,0.111,0.0,0.0,0.0,0.0,disable,zero
M0346,S2,20260870782776,45,7.8,275.7,enable,142.0,lat lon psi v,naive,0.0,0.0,0.0,5.36,5.75,0.086,0.113,4.17,0.094,0.0,0.0,0.0,0.0,disable,zero
M0347,S2,20260870782777,134,8.02,208.8,enable,85.2,lat lon psi v,naive,0.0,0.0,0.0,4.92,5.65,0.087,0.109,5.44,0.114,0.0,0.0,0.0,0.0,disable,zero
M0348,S2,20260870782778,103,9.98,120.4,enable,63.8,lat lon psi v,naive,0.0,0.0,0.0,5.75,4.47,0.106,0.104,4.65,0.101,0.0,0.0,0.0,0.0,disable,zero
M0349,S2,20260870782779,48,6.87,215.3,enable,121.6,lat lon psi v,naive,0.0,0.0,0.0,5.9,4.39,0.094,0.081,5.25,0.119,0.0,0.0,0.0,0.0,disable,zero
M0350,S2,20260870782780,135,9.59,280.4,enable,165.3,lat lon psi v,naive,0.0,0.0,0.0,5.7,4.76,0.091,0.11,4.67,0.094,0.0,0.0,0.0,0.0,disable,zero
M0351,S2,20260870782781,18,8.23,92.4,enable,37.7,lat lon psi v,naive,0.0,0.0,0.0,5.89,4.19,0.086,0.096,5.2,0.107,0.0,0.0,0.0,0.0,disable,zero
M0352,S2,20260870782782,126,7.04,134.9,enable,84.6,lat lon psi v,naive,0.0,0.0,0.0,4.55,4.61,0.099,0.112,5.4,0.12,0.0,0.0,0.0,0.0,disable,zero
M0353,S2,20260870782783,17,6.38,264.5,enable,102.3,lat lon psi v,naive,0.0,0.0,0.0,4.44,4.57,0.101,0.093,5.25,0.114,0.0,0.0,0.0,0.0,disable,zero
M0354,S2,20260870782784,28,9.95,266.1,enable,108.9,lat lon psi v,naive,0.0,0.0,0.0,4.79,4.61,0.104,0.107,5.17,0.116,0.0,0.0,0.0,0.0,disable,zero
M0355,S2,20260870782785,96,8.19,70.4,enable,26.0,lat lon psi v,naive,0.0,0.0,0.0,5.89,4.44,0.113,0.08,5.46,0.101,0.0,0.0,0.0,0.0,disable,zero
M0356,S2,20260870782786,6,7.84,182.0,enable,101.0,lat lon psi v,naive,0.0,0.0,0.0,4.17,5.47,0.094,0.098,5.77,0.094,0.0,0.0,0.0,0.0,disable,zero
M0357,S2,20260870782787,4,9.06,157.0,enable,69.1,lat lon psi v,naive,0.0,0.0,0.0,4.61,5.04,0.086,0.098,5.26,0.088,0.0,0.0,0.0,0.0,disable,zero
M0358,S2,20260870782788,74,6.13,293.4,enable,151.8,lat lon psi v,naive,0.0,0.0,0.0,4.98,5.6,0.093,0.082,5.36,0.091,0.0,0.0,0.0,0.0,disable,zero
M0359,S2,20260870782789,143,7.29,151.6,enable,90.7,lat lon psi v,naive,0.0,0.0,0.0,5.4,4.5,0.11,0.109,5.89,0.099,0.0,0.0,0.0,0.0,disable,zero
M0360,S2,20260870782790,66,9.73,63.4,enable,35.8,lat lon psi v,naive,0.0,0.0,0.0,5.03,5.13,0.1,0.087,4.04,0.101,0.0,0.0,0.0,0.0,disable,zero
M0361,S2,20260870782791,80,8.88,291.7,enable,126.9,lat lon psi v,naive,0.0,0.0,0.0,5.0,4.34,0.105,0.12,4.4,0.087,0.0,0.0,0.0,0.0,disable,zero
M0362,S2,20260870782792,12,7.33,225.6,enable,117.8,lat lon psi v,naive,0.0,0.0,0.0,5.97,4.91,0.084,0.115,4.94,0.107,0.0,0.0,0.0,0.0,disable,zero
M0363,S2,20260870782793,48,8.12,140.2,enable,52.1,lat lon psi v,naive,0.0,0.0,0.0,4.66,4.79,0.117,0.119,4.13,0.108,0.0,0.0,0.0,0.0,disable,zero
M0364,S2,20260870782794,15,7.54,213.1,enable,122.1,lat lon psi v,naive,0.0,0.0,0.0,5.21,5.3,0.113,0.109,5.35,0.097,0.0,0.0,0.0,0.0,disable,zero
M0365,S2,20260870782795,73,6.82,96.0,enable,41.3,lat lon psi v,naive,0.0,0.0,0.0,5.92,4.91,0.082,0.096,4.47,0.095,0.0,0.0,0.0,0.0,disable,zero
M0366,S2,20260870782796,89,6.62,207.6,enable,100.9,lat lon psi v,naive,0.0,0.0,0.0,5.58,4.82,0.095,0.098,5.08,0.113,0.0,0.0,0.0,0.0,disable,zero
M0367,S2,20260870782797,137,6.24,164.0,enable,87.4,lat lon psi v,naive,0.0,0.0,0.0,4.34,4.64,0.083,0.111,5.73,0.11,0.0,0.0,0.0,0.0,disable,zero
M0368,S2,20260870782798,51,8.68,81.8,enable,48.8,lat lon psi v,naive,0.0,0.0,0.0,4.59,5.83,0.082,0.091,4.28,0.084,0.0,0.0,0.0,0.0,disable,zero
M0369,S2,20260870782799,20,6.68,119.0,enable,54.0,lat lon psi v,naive,0.0,0.0,0.0,5.08,4.99,0.095,0.093,5.46,0.118,0.0,0.0,0.0,0.0,disable,zero
M0370,S2,20260870782800,126,8.93,67.6,enable,28.7,lat lon psi v,naive,0.0,0.0,0.0,5.02,4.79,0.087,0.095,5.75,0.11,0.0,0.0,0.0,0.0,disable,zero
M0371,S2,20260870782801,2,8.91,275.7,enable,148.9,lat lon psi v,naive,0.0,0.0,0.0,5.23,4.52,0.107,0.081,4.2,0.087,0.0,0.0,0.0,0.0,disable,zero
M0372,S2,20260870782802,115,6.98,260.3,enable,130.3,lat lon psi v,naive,0.0,0.0,0.0,4.83,5.31,0.108,0.107,5.77,0.119,0.0,0.0,0.0,0.0,disable,zero
M0373,S2,20260870782803,31,6.56,64.7,enable,34.2,lat lon psi v,naive,0.0,0.0,0.0,5.7,5.1,0.081,0.107,5.37,0.109,0.0,0.0,0.0,0.0,disable,zero
M0374,S2,20260870782804,52,8.96,155.7,enable,79.4,lat lon psi v,naive,0.0,0.0,0.0,4.23,4.57,0.095,0.089,5.67,0.098,0.0,0.0,0.0,0.0,disable,zero
M0375,S2,20260870782805,33,7.45,110.0,enable,45.8,lat lon psi v,naive,0.0,0.0,0.0,5.85,5.91,0.113,0.115,4.02,0.106,0.0,0.0,0.0,0.0,disable,zero
M0376,S2,20260870782806,139,6.96,266.2,enable,129.7,lat lon psi v,naive,0.0,0.0,0.0,4.83,5.09,0.095,0.115,5.65,0.104,0.0,0.0,0.0,0.0,disable,zero
M0377,S2,20260870782807,32,6.19,253.4,enable,95.4,lat lon psi v,naive,0.0,0.0,0.0,5.91,4.19,0.087,0.104,4.85,0.104,0.0,0.0,0.0,0.0,disable,zero
M0378,S2,20260870782808,118,9.61,193.1,enable,78.4,lat lon psi v,naive,0.0,0.0,0.0,4.02,5.13,0.083,0.103,4.94,0.092,0.0,0.0,0.0,0.0,disable,zero
M0379,S2,20260870782809,152,8.69,70.4,enable,37.2,lat lon psi v,naive,0.0,0.0,0.0,4.19,4.39,0.082,0.098,5.42,0.091,0.0,0.0,0.0,0.0,disable,zero
M0380,S2,20260870782810,113,7.26,98.9,enable,52.3,lat lon psi v,naive,0.0,0.0,0.0,5.39,4.67,0.103,0.12,4.2,0.099,0.0,0.0,0.0,0.0,disable,zero
M0381,S2,20260870782811,95,7.41,112.1,enable,52.1,lat lon psi v,naive,0.0,0.0,0.0,5.98,5.43,0.113,0.085,5.15,0.103,0.0,0.0,0.0,0.0,disable,zero
M0382,S2,20260870782812,42,6.83,179.9,enable,104.6,lat lon psi v,naive,0.0,0.0,0.0,5.16,4.25,0.083,0.087,4.3,0.086,0.0,0.0,0.0,0.0,disable,zero
M0383,S2,20260870782813,75,9.02,111.3,enable,66.9,lat lon psi v,naive,0.0,0.0,0.0,4.5,4.79,0.099,0.088,4.91,0.104,0.0,0.0,0.0,0.0,disable,zero
M0384,S2,20260870782814,32,7.38,87.8,enable,40.7,lat lon psi v,naive,0.0,0.0,0.0,5.82,5.85,0.115,0.119,5.56,0.116,0.0,0.0,0.0,0.0,disable,zero
M0385,S2,20260870782815,149,9.46,273.8,enable,110.5,lat lon psi v,naive,0.0,0.0,0.0,4.94,5.74,0.111,0.091,4.97,0.109,0.0,0.0,0.0,0.0,disable,zero
M0386,S2,20260870782816,91,9.86,110.2,enable,47.4,lat lon psi v,naive,0.0,0.0,0.0,4.0,5.11,0.117,0.087,4.18,0.118,0.0,0.0,0.0,0.0,disable,zero
M0387,S2,20260870782817,113,9.74,270.7,enable,102.8,lat lon psi v,naive,0.0,0.0,0.0,5.91,4.46,0.103,0.102,4.07,0.109,0.0,0.0,0.0,0.0,disable,zero
M0388,S2,20260870782818,25,6.14,236.4,enable,99.4,lat lon psi v,naive,0.0,0.0,0.0,5.3,4.27,0.098,0.11,5.35,0.083,0.0,0.0,0.0,0.0,disable,zero
M0389,S2,20260870782819,20,6.93,216.7,enable,124.9,lat lon psi v,naive,0.0,0.0,0.0,4.02,5.16,0.111,0.118,4.41,0.12,0.0,0.0,0.0,0.0,disable,zero
M0390,S2,20260870782820,115,9.84,189.7,enable,85.2,lat lon psi v,naive,0.0,0.0,0.0,5.79,5.4,0.11,0.097,5.25,0.105,0.0,0.0,0.0,0.0,disable,zero
M0391,S2,20260870782821,86,7.42,223.5,enable,78.4,lat lon psi v,naive,0.0,0.0,0.0,4.17,5.26,0.101,0.092,4.37,0.101,0.0,0.0,0.0,0.0,disable,zero
M0392,S2,20260870782822,63,7.67,159.1,enable,98.1,lat lon psi v,naive,0.0,0.0,0.0,5.26,5.45,0.095,0.091,4.57,0.104,0.0,0.0,0.0,0.0,disable,zero
M0393,S2,20260870782823,123,8.29,89.0,enable,41.1,lat lon psi v,naive,0.0,0.0,0.0,4.99,4.46,0.116,0.098,6.0,0.116,0.0,0.0,0.0,0.0,disable,zero
M0394,S2,20260870782824,136,8.74,233.5,enable,110.3,lat lon psi v,naive,0.0,0.0,0.0,4.7,5.56,0.119,0.1,4.8,0.119,0.0,0.0,0.0,0.0,disable,zero
M0395,S2,20260870782825,22,8.8,206.9,enable,116.1,lat lon psi v,naive,0.0,0.0,0.0,5.31,4.39,0.112,0.096,5.16,0.088,0.0,0.0,0.0,0.0,disable,zero
M0396,S2,20260870782826,100,9.3,176.2,enable,114.1,lat lon psi v,naive,0.0,0.0,0.0,4.07,5.52,0.089,0.1,5.07,0.105,0.0,0.0,0.0,0.0,disable,zero
M0397,S2,20260870782827,27,7.83,225.9,enable,81.5,lat lon psi v,naive,0.0,0.0,0.0,5.42,5.78,0.089,0.089,4.58,0.11,0.0,0.0,0.0,0.0,disable,zero
M0398,S2,20260870782828,86,8.9,186.4,enable,115.7,lat lon psi v,naive,0.0,0.0,0.0,4.35,4.27,0.086,0.085,5.32,0.081,0.0,0.0,0.0,0.0,disable,zero
M0399,S2,20260870782829,89,7.97,69.4,enable,43.3,lat lon psi v,naive,0.0,0.0,0.0,5.18,5.08,0.102,0.099,5.11,0.08,0.0,0.0,0.0,0.0,disable,zero
M0400,S2,20260870782830,23,7.22,74.3,enable,28.7,lat lon psi v,naive,0.0,0.0,0.0,4.22,4.21,0.119,0.104,5.36,0.105,0.0,0.0,0.0,0.0,disable,zero
M0401,S2,20260870782831,33,9.87,166.0,enable,65.9,lat lon psi v,naive,0.0,0.0,0.0,5.44,4.04,0.091,0.108,4.35,0.103,0.0,0.0,0.0,0.0,disable,zero
M0402,S2,20260870782832,17,8.47,137.4,enable,67.7,lat lon psi v,naive,0.0,0.0,0.0,5.44,5.96,0.088,0.12,4.65,0.11,0.0,0.0,0.0,0.0,disable,zero
M0403,S2,20260870782833,136,6.37,104.2,enable,49.0,lat lon psi v,naive,0.0,0.0,0.0,4.1,4.41,0.098,0.114,4.36,0.092,0.0,0.0,0.0,0.0,disable,zero
M0404,S2,20260870782834,41,6.16,184.8,enable,91.7,lat lon psi v,naive,0.0,0.0,0.0,5.4,4.82,0.106,0.119,4.84,0.083,0.0,0.0,0.0,0.0,disable,zero
M0405,S2,20260870782835,9,8.08,200.0,enable,86.6,lat lon psi v,naive,0.0,0.0,0.0,5.83,4.1,0.1,0.087,5.26,0.103,0.0,0.0,0.0,0.0,disable,zero
M0406,S2,20260870782836,84,6.67,191.3,enable,120.0,lat lon psi v,naive,0.0,0.0,0.0,4.84,4.49,0.107,0.116,5.36,0.103,0.0,0.0,0.0,0.0,disable,zero
M0407,S2,20260870782837,61,8.1,122.4,enable,54.2,lat lon psi v,naive,0.0,0.0,0.0,5.18,4.3,0.092,0.114,4.05,0.111,0.0,0.0,0.0,0.0,disable,zero
M0408,S2,20260870782838,93,9.68,78.0,enable,41.2,lat lon psi v,naive,0.0,0.0,0.0,4.77,5.04,0.096,0.107,5.77,0.106,0.0,0.0,0.0,0.0,disable,zero
M0409,S2,20260870782839,24,7.84,172.7,enable,92.9,lat lon psi v,naive,0.0,0.0,0.0,4.59,5.29,0.09,0.086,5.81,0.088,0.0,0.0,0.0,0.0,disable,zero
M0410,S2,20260870782840,0,7.58,159.8,enable,83.8,lat lon psi v,naive,0.0,0.0,0.0,4.95,4.74,0.115,0.092,5.66,0.115,0.0,0.0,0.0,0.0,disable,zero
M0411,S2,20260870782841,10,7.58,142.0,enable,52.8,lat lon psi v,naive,0.0,0.0,0.0,4.67,5.4,0.118,0.089,5.02,0.12,0.0,0.0,0.0,0.0,disable,zero
M0412,S2,20260870782842,19,8.49,218.4,enable,82.3,lat lon psi v,naive,0.0,0.0,0.0,4.05,4.67,0.11,0.099,5.6,0.085,0.0,0.0,0.0,0.0,disable,zero
M0413,S2,20260870782843,142,8.09,248.8,enable,141.2,lat lon psi v,naive,0.0,0.0,0.0,4.62,5.72,0.112,0.109,5.68,0.103,0.0,0.0,0.0,0.0,disable,zero
M0414,S2,20260870782844,100,7.89,294.8,enable,146.1,lat lon psi v,naive,0.0,0.0,0.0,5.58,4.32,0.119,0.107,4.42,0.111,0.0,0.0,0.0,0.0,disable,zero
M0415,S2,20260870782845,152,9.12,252.5,enable,111.7,lat lon psi v,naive,0.0,0.0,0.0,4.69,5.77,0.108,0.109,4.9,0.119,0.0,0.0,0.0,0.0,disable,zero
M0416,S2,20260870782846,133,6.34,205.9,enable,125.2,lat lon psi v,naive,0.0,0.0,0.0,5.97,4.05,0.1,0.095,4.11,0.11,0.0,0.0,0.0,0.0,disable,zero
M0417,S2,20260870782847,116,8.82,248.1,enable,136.0,lat lon psi v,naive,0.0,0.0,0.0,5.08,5.0,0.095,0.081,4.02,0.085,0.0,0.0,0.0,0.0,disable,zero
M0418,S2,20260870782848,11,8.4,61.9,enable,31.6,lat lon psi v,naive,0.0,0.0,0.0,4.94,4.38,0.118,0.081,4.25,0.114,0.0,0.0,0.0,0.0,disable,zero
M0419,S2,20260870782849,3,6.54,293.8,enable,130.9,lat lon psi v,naive,0.0,0.0,0.0,4.52,5.79,0.084,0.091,4.34,0.112,0.0,0.0,0.0,0.0,disable,zero
M0420,S2,20260870782850,140,6.87,143.8,enable,68.9,lat lon psi v,naive,0.0,0.0,0.0,4.98,4.74,0.106,0.084,4.72,0.104,0.0,0.0,0.0,0.0,disable,zero
M0421,S2,20260870782851,143,9.17,75.7,enable,46.0,lat lon psi v,naive,0.0,0.0,0.0,4.74,5.14,0.1,0.108,5.9,0.119,0.0,0.0,0.0,0.0,disable,zero
M0422,S2,20260870782852,134,7.51,218.2,enable,83.7,lat lon psi v,naive,0.0,0.0,0.0,4.47,5.96,0.118,0.084,4.64,0.115,0.0,0.0,0.0,0.0,disable,zero
M0423,S2,20260870782853,67,6.63,268.0,enable,154.7,lat lon psi v,naive,0.0,0.0,0.0,4.97,4.21,0.091,0.085,5.1,0.086,0.0,0.0,0.0,0.0,disable,zero
M0424,S2,20260870782854,81,7.76,74.9,enable,45.9,lat lon psi v,naive,0.0,0.0,0.0,4.31,4.81,0.111,0.105,4.16,0.092,0.0,0.0,0.0,0.0,disable,zero
M0425,S2,20260870782855,87,7.82,72.0,enable,44.2,lat lon psi v,naive,0.0,0.0,0.0,4.91,5.01,0.086,0.089,4.0,0.105,0.0,0.0,0.0,0.0,disable,zero
M0426,S2,20260870782856,108,6.71,201.9,enable,80.0,lat lon psi v,naive,0.0,0.0,0.0,5.82,4.04,0.119,0.09,5.08,0.097,0.0,0.0,0.0,0.0,disable,zero
M0427,S2,20260870782857,101,6.07,104.6,enable,49.1,lat lon psi v,naive,0.0,0.0,0.0,4.13,4.13,0.108,0.084,4.16,0.091,0.0,0.0,0.0,0.0,disable,zero
M0428,S2,20260870782858,0,6.97,238.2,enable,139.7,lat lon psi v,naive,0.0,0.0,0.0,5.95,4.69,0.097,0.098,4.2,0.083,0.0,0.0,0.0,0.0,disable,zero
M0429,S2,20260870782859,0,6.35,286.6,enable,168.6,lat lon psi v,naive,0.0,0.0,0.0,5.62,4.57,0.103,0.105,4.47,0.109,0.0,0.0,0.0,0.0,disable,zero
M0430,S2,20260870782860,63,6.88,254.3,enable,91.0,lat lon psi v,naive,0.0,0.0,0.0,5.51,4.87,0.115,0.118,4.48,0.102,0.0,0.0,0.0,0.0,disable,zero
M0431,S2,20260870782861,30,9.66,183.9,enable,108.8,lat lon psi v,naive,0.0,0.0,0.0,4.36,5.55,0.084,0.091,5.76,0.117,0.0,0.0,0.0,0.0,disable,zero
M0432,S2,20260870782862,120,6.29,284.7,enable,124.1,lat lon psi v,naive,0.0,0.0,0.0,5.61,5.23,0.087,0.088,4.1,0.097,0.0,0.0,0.0,0.0,disable,zero
M0433,S2,20260870782863,83,8.47,284.9,enable,166.1,lat lon psi v,naive,0.0,0.0,0.0,5.5,5.28,0.092,0.085,4.67,0.089,0.0,0.0,0.0,0.0,disable,zero
M0434,S2,20260870782864,61,9.26,160.7,enable,86.1,lat lon psi v,naive,0.0,0.0,0.0,4.01,4.71,0.082,0.098,4.37,0.098,0.0,0.0,0.0,0.0,disable,zero
M0435,S2,20260870782865,22,6.88,273.5,enable,142.2,lat lon psi v,naive,0.0,0.0,0.0,4.81,5.16,0.111,0.109,5.55,0.094,0.0,0.0,0.0,0.0,disable,zero
M0436,S2,20260870782866,130,6.62,133.5,enable,59.6,lat lon psi v,naive,0.0,0.0,0.0,4.34,4.67,0.089,0.118,4.94,0.114,0.0,0.0,0.0,0.0,disable,zero
M0437,S2,20260870782867,126,6.57,63.4,enable,39.3,lat lon psi v,naive,0.0,0.0,0.0,5.69,4.45,0.094,0.087,5.51,0.091,0.0,0.0,0.0,0.0,disable,zero
M0438,S2,20260870782868,32,7.15,216.7,enable,85.3,lat lon psi v,naive,0.0,0.0,0.0,4.78,4.17,0.09,0.086,5.03,0.114,0.0,0.0,0.0,0.0,disable,zero
M0439,S2,20260870782869,52,7.83,61.5,enable,38.5,lat lon psi v,naive,0.0,0.0,0.0,4.76,5.06,0.093,0.107,4.99,0.101,0.0,0.0,0.0,0.0,disable,zero
M0440,S2,20260870782870,84,6.78,209.7,enable,98.6,lat lon psi v,naive,0.0,0.0,0.0,4.35,5.24,0.113,0.101,5.28,0.11,0.0,0.0,0.0,0.0,disable,zero
